,rxn_id,predicted
0,0,-5.6466093
1,1,-5.3078313
2,2,-5.157796
3,3,-5.9575596
4,4,-4.606476
5,5,-5.1153526
6,6,-4.471561
7,7,-4.4242983
8,8,-4.5515976
9,9,-4.6102815
10,10,-5.4350843
11,11,-5.461137
12,12,-5.8895545
13,13,-4.3719234
14,14,-4.5591254
15,15,-4.777894
16,16,-6.3725615
17,17,-6.744495
18,18,-6.413604
19,19,-6.47101
20,20,-5.9174957
21,21,-5.9448223
22,22,-5.994981
23,23,-4.759801
24,24,-4.898479
25,25,-5.038503
26,26,-5.60578
27,27,-5.53731
28,28,-5.645185
29,29,-6.866754
30,30,-6.9077854
31,31,-6.6636524
32,32,-4.3684616
33,33,-6.3502197
34,34,-6.3835754
35,35,-5.4519453
36,36,-6.390505
37,37,-5.1607656
38,38,-5.1455708
39,39,-5.15199
40,40,-4.9567447
41,41,-5.0216966
42,42,-4.9645815
43,43,-4.951827
44,44,-5.865205
45,45,-5.8637714
46,46,-5.8738165
47,47,-5.856849
48,48,-5.5389457
49,49,-5.516518
50,50,-5.527469
51,51,-5.523034
52,52,-5.5321937
53,53,-5.5365915
54,54,-5.509946
55,55,-5.523253
56,56,-5.202121
57,57,-5.2017727
58,58,-5.206127
59,59,-5.2207623
60,60,-5.1989427
61,61,-5.1916885
62,62,-5.1883764
63,63,-5.205067
64,64,-5.190632
65,65,-5.173881
66,66,-5.1958294
67,67,-5.2212796
68,68,-5.199272
69,69,-4.8932824
70,70,-4.8703356
71,71,-4.875783
72,72,-4.8840094
73,73,-4.884444
74,74,-4.8949976
75,75,-4.857696
76,76,-4.877002
77,77,-4.590216
78,78,-4.5853653
79,79,-4.572479
80,80,-4.5738745
81,81,-4.5856843
82,82,-5.872737
83,83,-5.520873
84,84,-5.544177
85,85,-5.5354614
86,86,-4.884947
87,87,-4.8711224
88,88,-4.4465885
89,89,-5.3650193
90,90,-5.057311
91,91,-5.034663
92,92,-6.1883574
93,93,-5.8292103
94,94,-5.796509
95,95,-5.241111
96,96,-4.790366
97,97,-5.168605
98,98,-5.6595755
99,99,-5.730649
100,100,-5.273712
101,101,-4.6666975
102,102,-4.733945
103,103,-4.7894726
104,104,-4.88188
105,105,-4.0927796
106,106,-4.9026294
107,107,-4.928792
108,108,-6.6369076
109,109,-4.8290324
110,110,-5.7111616
111,111,-4.463246
112,112,-4.381201
113,113,-4.8170376
114,114,-5.4411407
115,115,-5.350031
116,116,-5.4116287
117,117,-5.396475
118,118,-5.4684296
119,119,-5.4464407
120,120,-7.286607
121,121,-7.256074
122,122,-6.0252514
123,123,-4.997568
124,124,-4.42993
125,125,-5.2424774
126,126,-6.8425236
127,127,-4.9698496
128,128,-5.171752
129,129,-4.7530985
130,130,-4.6828604
131,131,-5.435623
132,132,-5.314487
133,133,-6.205572
134,134,-5.5758734
135,135,-5.6174974
136,136,-5.8117466
137,137,-5.7909646
138,138,-5.551235
139,139,-4.9632664
140,140,-6.4793043
141,141,-6.559695
142,142,-7.069234
143,143,-4.6450777
144,144,-4.4566097
145,145,-5.5712433
146,146,-5.0338497
147,147,-4.870399
148,148,-4.762788
149,149,-4.7165394
150,150,-5.4454775
151,151,-5.3201494
152,152,-6.3766737
153,153,-5.452956
154,154,-5.1256742
155,155,-5.540443
156,156,-4.769621
157,157,-5.5699663
158,158,-5.947647
159,159,-4.4671884
160,160,-5.2463894
161,161,-4.837579
162,162,-4.8774543
163,163,-5.0997024
164,164,-5.119853
165,165,-4.6935816
166,166,-5.2504625
167,167,-6.3234196
168,168,-4.684215
169,169,-6.506114
170,170,-6.4252977
171,171,-4.6853166
172,172,-4.5207033
173,173,-4.2822504
174,174,-4.2822504
175,175,-5.3063097
176,176,-6.6904035
177,177,-4.8562665
178,178,-5.361811
179,179,-5.956812
180,180,-6.0061035
181,181,-5.1995535
