,rxn_id,predicted
0,0,8.963813
1,1,-0.084151566
2,2,8.493929
3,3,1.6612356
4,4,1.3989284
5,5,14.203061
6,6,49.09171
7,7,60.111885
8,8,92.37538
9,9,22.497103
10,10,12.226187
11,11,8.786625
12,12,3.662173
13,13,11.542638
14,14,41.3224
15,15,35.331825
16,16,39.14723
17,17,34.907707
18,18,26.853235
19,19,50.738743
20,20,38.687515
21,21,51.822033
22,22,71.62382
23,23,71.60722
24,24,38.38138
25,25,38.408623
26,26,70.76925
27,27,30.733315
28,28,30.243876
29,29,31.381163
30,30,30.964432
31,31,25.522024
32,32,8.787505
33,33,28.606653
34,34,27.692478
35,35,37.12944
36,36,80.1636
37,37,74.46285
38,38,69.75547
39,39,35.394405
40,40,131.92146
41,41,15.35525
42,42,14.021326
43,43,41.868637
44,44,59.131927
45,45,91.49482
46,46,23.169392
47,47,30.410177
48,48,19.705805
49,49,58.091854
50,50,26.316746
51,51,16.12409
52,52,5.0470395
53,53,41.63551
54,54,74.47863
55,55,22.62586
56,56,36.804127
57,57,32.485744
58,58,43.218597
59,59,57.983227
60,60,26.416126
61,61,56.7696
62,62,4.986401
63,63,27.62142
64,64,43.250484
65,65,25.322615
66,66,14.850738
67,67,40.153183
68,68,38.18898
69,69,46.17534
70,70,59.417736
71,71,41.934174
72,72,7.2830663
73,73,23.929628
74,74,20.255877
75,75,35.60411
76,76,37.860188
77,77,20.125751
78,78,10.365943
79,79,18.884012
80,80,54.148186
81,81,51.985317
82,82,66.04794
83,83,48.916214
84,84,45.898186
85,85,161.54791
86,86,116.04831
87,87,51.748413
88,88,94.0216
89,90,39.817665
90,91,25.79714
91,92,25.478815
92,94,30.638388
93,95,40.589924
94,96,50.49929
95,97,15.096715
96,98,28.712683
97,99,67.820786
98,100,34.91432
99,101,52.454067
100,102,54.68263
101,103,52.778664
102,104,48.948654
103,105,50.632645
104,106,38.539837
105,107,53.17201
106,108,26.967354
107,109,10.9791155
108,110,53.082977
109,111,67.92348
110,112,46.65857
111,113,28.648973
112,114,52.558884
113,115,37.355892
114,116,104.16103
115,117,46.201485
116,118,30.666811
117,119,17.860569
118,120,27.613289
119,121,37.25458
120,122,26.983078
121,123,47.521076
122,124,41.741714
123,125,142.7917
124,126,52.09936
125,127,33.167206
126,128,43.716972
127,129,56.223034
128,130,65.5681
129,132,37.44005
130,133,41.966568
131,134,23.340162
132,135,15.97885
133,136,10.593333
134,137,10.775242
135,138,13.3215475
136,139,2.5792959
137,140,3.587649
138,141,11.331401
139,142,12.343156
140,143,10.923899
141,144,11.067697
142,145,1.2016838
143,146,-1.12093
144,147,7.2915387
145,148,2.9082954
146,149,26.237999
147,150,1.227515
148,151,13.556771
149,152,6.3825154
150,153,4.3080773
151,154,11.977828
152,155,6.96858
153,156,-0.07767993
154,157,44.61396
155,158,41.86866
156,159,61.291233
157,160,27.544142
158,161,31.723972
159,162,32.74094
160,163,32.645603
161,164,44.567253
162,165,15.243283
163,166,27.516409
164,167,25.106136
165,168,25.0797
166,169,34.235325
167,170,26.887121
168,171,36.177315
169,172,21.51994
170,173,28.779654
171,174,8.540579
172,175,-2.8999226
173,176,12.08334
174,177,31.503716
175,178,25.077185
176,179,15.723334
177,180,-3.8113492
178,181,33.922527
179,182,-4.4268556
180,183,11.117753
181,184,-0.613643
182,185,-6.83859
183,186,-1.1298754
184,187,-5.1142373
185,188,26.326557
186,189,-1.7773793
187,190,25.210007
188,191,-2.0069258
189,192,24.356472
190,193,13.163049
191,194,3.9517734
192,195,11.594935
193,196,5.246245
194,197,-1.3696787
195,198,-6.047755
196,199,-7.3578095
197,200,13.772644
198,201,12.063677
199,202,7.104832
200,203,20.437483
201,204,20.793852
202,205,3.556811
203,206,42.615414
204,207,24.21088
205,208,64.372795
206,209,40.576775
207,210,41.28934
208,211,16.731543
209,212,17.504587
210,213,52.01861
211,214,52.92959
212,215,46.94184
213,216,130.00728
214,217,50.416374
215,218,57.920395
216,219,16.473562
217,220,59.262955
