,rxn_id,predicted
0,0,-5.329232
1,1,-5.172265
2,2,-4.977806
3,3,-5.6189485
4,4,-4.567747
5,5,-4.981827
6,6,-4.2296934
7,7,-4.196581
8,8,-4.2387624
9,9,-4.1710396
10,10,-5.204862
11,11,-4.8645153
12,12,-5.4084005
13,13,-4.149002
14,14,-5.1551085
15,15,-4.971504
16,16,-5.6195383
17,17,-6.413682
18,18,-6.0435934
19,19,-6.1015024
20,20,-5.6250443
21,21,-5.6030684
22,22,-5.8031063
23,23,-4.905035
24,24,-4.7284365
25,25,-5.2122393
26,26,-5.469463
27,27,-5.2892165
28,28,-5.5286155
29,29,-6.3440533
30,30,-6.1882176
31,31,-5.9055705
32,32,-4.0336156
33,33,-6.4700084
34,34,-6.643265
35,35,-5.6257095
36,36,-6.6250277
37,37,-4.91604
38,38,-4.89007
39,39,-4.8308277
40,40,-4.6579657
41,41,-4.658677
42,42,-4.590071
43,43,-4.515931
44,44,-5.214122
45,45,-5.2177143
46,46,-5.2028193
47,47,-5.2081904
48,48,-4.88611
49,49,-4.8783846
50,50,-4.860601
51,51,-4.8730206
52,52,-4.8441257
53,53,-4.8561506
54,54,-4.8759627
55,55,-4.8559694
56,56,-4.56978
57,57,-4.536977
58,58,-4.5455866
59,59,-4.590608
60,60,-4.5563583
61,61,-4.5773234
62,62,-4.530512
63,63,-4.5625434
64,64,-4.53209
65,65,-4.542059
66,66,-4.5011535
67,67,-4.563763
68,68,-4.5562797
69,69,-4.2606816
70,70,-4.231337
71,71,-4.236242
72,72,-4.2630587
73,73,-4.189499
74,74,-4.26146
75,75,-4.2216115
76,76,-4.2618756
77,77,-3.9121454
78,78,-3.9781444
79,79,-3.9015548
80,80,-3.9705284
81,81,-3.9100149
82,82,-5.1963277
83,83,-4.8625855
84,84,-4.886271
85,85,-4.857854
86,86,-4.2810864
87,87,-4.2337604
88,88,-4.6555605
89,89,-5.3782225
90,90,-5.102329
91,91,-5.1241674
92,92,-6.155016
93,93,-6.0765696
94,94,-6.046382
95,95,-5.087246
96,96,-4.4741
97,97,-5.4474697
98,98,-5.8531904
99,99,-5.5024023
100,100,-5.5330086
101,101,-4.407522
102,102,-4.410905
103,103,-4.415925
104,104,-4.6799307
105,105,-3.8489687
106,106,-4.7512116
107,107,-4.55747
108,108,-6.574015
109,109,-4.8358793
110,110,-5.65479
111,111,-4.582692
112,112,-4.6558847
113,113,-4.9133782
114,114,-5.2697344
115,115,-5.0525913
116,116,-5.225116
117,117,-5.0973988
118,118,-5.1135707
119,119,-4.9346595
120,120,-6.5842133
121,121,-6.6226025
122,122,-5.330202
123,123,-5.462777
124,124,-4.1003532
125,125,-5.162123
126,126,-6.936526
127,127,-5.3515024
128,128,-4.6498656
129,129,-4.393796
130,130,-4.890462
131,131,-5.19912
132,132,-5.1882052
133,133,-5.9917684
134,134,-5.872594
135,135,-5.3819976
136,136,-6.078655
137,137,-5.942472
138,138,-5.7167745
139,139,-5.0759993
140,140,-6.278701
141,141,-5.927263
142,142,-6.6645203
143,143,-4.587932
144,144,-4.370178
145,145,-5.4608536
146,146,-4.896287
147,147,-4.5528092
148,148,-4.771179
149,149,-4.7057257
150,150,-5.299115
151,151,-5.258559
152,152,-5.690433
153,153,-5.349764
154,154,-5.184596
155,155,-5.5517845
156,156,-4.9314423
157,157,-5.5650206
158,158,-5.86935
159,159,-4.4673333
160,160,-5.102084
161,161,-4.4845753
162,162,-4.730992
163,163,-4.5851116
164,164,-4.7658234
165,165,-4.272464
166,166,-4.889323
167,167,-5.736031
168,168,-4.4149656
169,169,-6.0033026
170,170,-5.975536
171,171,-5.075016
172,172,-4.543499
173,173,-4.1980214
174,174,-4.1980214
175,175,-5.146564
176,176,-5.765592
177,177,-5.045947
178,178,-4.8690968
179,179,-5.9069867
180,180,-5.9493976
181,181,-4.879428
