,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]([C:3]([C:4]([C:5]([H:48])([H:49])[H:50])([C:6]([H:51])([H:52])[H:53])[C:7]([C@:8]([c:9]1[c:10]([H:57])[c:11]([H:58])[c:12]([C:13](=[O:14])[O:15][H:59])[c:16]([O:17][c:18]2[c:19]([H:60])[c:20]([H:61])[c:21]([H:62])[c:22]([Cl:23])[c:24]2[H:63])[c:25]1[H:64])([N:26]1[C:27]([H:65])([H:66])[C:28]([H:67])([H:68])[C:29]([H:69])([H:70])[C@@:30]([N:31]2[C:32]([H:72])=[C:33]([C:34]([H:73])([H:74])[H:75])[C:35](=[O:36])[N:37]([H:76])[C:38]2=[O:39])([H:71])[C:40]1([H:77])[H:78])[H:56])([H:54])[H:55])([H:46])[H:47])([H:44])[H:45])([H:41])([H:42])[H:43],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78]]",52.48
1,1,1,[C:1]([C:2]([C:3]([C:4]([H:45])([H:46])[H:47])([C:5]([H:48])([H:49])[H:50])[C:6]([C@:7]([c:8]1[c:9]([H:54])[c:10]([H:55])[c:11]([C:12](=[O:13])[O:14][H:56])[c:15]([O:16][c:17]2[c:18]([H:57])[c:19]([H:58])[c:20]([H:59])[c:21]([Cl:22])[c:23]2[H:60])[c:24]1[H:61])([N:25]1[C:26]([H:62])([H:63])[C:27]([H:64])([H:65])[C:28]([H:66])([H:67])[C@@:29]([N:30]2[C:31]([H:69])=[C:32]([C:33]([H:70])([H:71])[H:72])[C:34](=[O:35])[N:36]([H:73])[C:37]2=[O:38])([H:68])[C:39]1([H:74])[H:75])[H:53])([H:51])[H:52])([H:43])[H:44])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75]]",117.49
2,2,2,[C:1]([C:2]1=[C:3]([H:42])[N:4]([C@@:5]2([H:43])[C:6]([H:44])([H:45])[C:7]([H:46])([H:47])[C:8]([H:48])([H:49])[N:9]([C@@:10]([C:11]([C:12]([C:13]([H:53])([H:54])[H:55])([C:14]([H:56])([H:57])[H:58])[C:15]([H:59])([H:60])[H:61])([H:51])[H:52])([c:16]3[c:17]([H:62])[c:18]([H:63])[c:19]([C:20](=[O:21])[O:22][H:64])[c:23]([O:24][c:25]4[c:26]([H:65])[c:27]([H:66])[c:28]([H:67])[c:29]([Br:30])[c:31]4[H:68])[c:32]3[H:69])[H:50])[C:33]2([H:70])[H:71])[C:34](=[O:35])[N:36]([H:72])[C:37]1=[O:38])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",3.0
3,3,3,[C:1]([C:2]1=[C:3]([H:38])[N:4]([C@@:5]2([H:39])[C:6]([H:40])([H:41])[C:7]([H:42])([H:43])[C:8]([H:44])([H:45])[N:9]([C@:10]([C:11]([H:47])([H:48])[H:49])([c:12]3[c:13]([H:50])[c:14]([H:51])[c:15]([C:16](=[O:17])[O:18][H:52])[c:19]([O:20][c:21]4[c:22]([H:53])[c:23]([H:54])[c:24]([H:55])[c:25]([Cl:26])[c:27]4[H:56])[c:28]3[H:57])[H:46])[C:29]2([H:58])[H:59])[C:30](=[O:31])[N:32]([H:60])[C:33]1=[O:34])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",3.39
4,4,4,[C:1]([C:2]1=[C:3]([H:42])[N:4]([C@@:5]2([H:43])[C:6]([H:44])([H:45])[C:7]([H:46])([H:47])[C:8]([H:48])([H:49])[N:9]([C@:10]([C:11]([C:12]([C:13]([H:53])([H:54])[H:55])([C:14]([H:56])([H:57])[H:58])[C:15]([H:59])([H:60])[H:61])([H:51])[H:52])([c:16]3[c:17]([H:62])[c:18]([H:63])[c:19]([C:20](=[O:21])[O:22][H:64])[c:23]([O:24][c:25]4[c:26]([H:65])[c:27]([H:66])[c:28]([H:67])[c:29]([Br:30])[c:31]4[H:68])[c:32]3[H:69])[H:50])[C:33]2([H:70])[H:71])[C:34](=[O:35])[N:36]([H:72])[C:37]1=[O:38])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",48.98
5,5,5,[C:1]([C:2]([C:3]([C:4]([C:5]([H:48])([H:49])[H:50])([H:46])[H:47])([C:6]([C@:7]([c:8]1[c:9]([H:54])[c:10]([H:55])[c:11]([C:12](=[O:13])[O:14][H:56])[c:15]([O:16][c:17]2[c:18]([H:57])[c:19]([H:58])[c:20]([H:59])[c:21]([Cl:22])[c:23]2[H:60])[c:24]1[H:61])([N:25]1[C:26]([H:62])([H:63])[C:27]([H:64])([H:65])[C:28]([H:66])([H:67])[C@@:29]([N:30]2[C:31]([H:69])=[C:32]([C:33]([H:70])([H:71])[H:72])[C:34](=[O:35])[N:36]([H:73])[C:37]2=[O:38])([H:68])[C:39]1([H:74])[H:75])[H:53])([H:51])[H:52])[H:45])([H:43])[H:44])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75]]",36.31
6,6,6,[C:1]([C:2]([C:3]([C:4]([H:46])([H:47])[H:48])([C:5]([C:6]([H:51])([H:52])[H:53])([H:49])[H:50])[C:7]([C@:8]([c:9]1[c:10]([H:57])[c:11]([H:58])[c:12]([C:13](=[O:14])[O:15][H:59])[c:16]([O:17][c:18]2[c:19]([H:60])[c:20]([H:61])[c:21]([H:62])[c:22]([Br:23])[c:24]2[H:63])[c:25]1[H:64])([N:26]1[C:27]([H:65])([H:66])[C:28]([H:67])([H:68])[C:29]([H:69])([H:70])[C@@:30]([N:31]2[C:32]([H:72])=[C:33]([C:34]([H:73])([H:74])[H:75])[C:35](=[O:36])[N:37]([H:76])[C:38]2=[O:39])([H:71])[C:40]1([H:77])[H:78])[H:56])([H:54])[H:55])([H:44])[H:45])([H:41])([H:42])[H:43],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78]]",69.18
7,7,7,[C:1]([C:2]1=[C:3]([H:41])[N:4]([C@@:5]2([H:42])[C:6]([H:43])([H:44])[C:7]([H:45])([H:46])[C:8]([H:47])([H:48])[N:9]([C@:10]([C:11]([C:12]([C:13]([H:53])([H:54])[H:55])([C:14]([H:56])([H:57])[H:58])[H:52])([H:50])[H:51])([c:15]3[c:16]([H:59])[c:17]([H:60])[c:18]([C:19](=[O:20])[O:21][H:61])[c:22]([O:23][c:24]4[c:25]([H:62])[c:26]([H:63])[c:27]([H:64])[c:28]([Cl:29])[c:30]4[H:65])[c:31]3[H:66])[H:49])[C:32]2([H:67])[H:68])[C:33](=[O:34])[N:35]([H:69])[C:36]1=[O:37])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69]]",9.12
8,8,8,[C:1]([C:2]1=[C:3]([H:41])[N:4]([C@@:5]2([H:42])[C:6]([H:43])([H:44])[C:7]([H:45])([H:46])[C:8]([H:47])([H:48])[N:9]([C@@:10]([C:11]([C:12]([C:13]([H:53])([H:54])[H:55])([C:14]([H:56])([H:57])[H:58])[H:52])([H:50])[H:51])([c:15]3[c:16]([H:59])[c:17]([H:60])[c:18]([C:19](=[O:20])[O:21][H:61])[c:22]([O:23][c:24]4[c:25]([H:62])[c:26]([H:63])[c:27]([H:64])[c:28]([Cl:29])[c:30]4[H:65])[c:31]3[H:66])[H:49])[C:32]2([H:67])[H:68])[C:33](=[O:34])[N:35]([H:69])[C:36]1=[O:37])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69]]",9.55
9,9,9,[C:1]([C:2]([C:3]([C:4]([C:5]([C@:6]([c:7]1[c:8]([H:51])[c:9]([H:52])[c:10]([C:11](=[O:12])[O:13][H:53])[c:14]([O:15][c:16]2[c:17]([H:54])[c:18]([H:55])[c:19]([H:56])[c:20]([Br:21])[c:22]2[H:57])[c:23]1[H:58])([N:24]1[C:25]([H:59])([H:60])[C:26]([H:61])([H:62])[C:27]([H:63])([H:64])[C@@:28]([N:29]2[C:30]([H:66])=[C:31]([C:32]([H:67])([H:68])[H:69])[C:33](=[O:34])[N:35]([H:70])[C:36]2=[O:37])([H:65])[C:38]1([H:71])[H:72])[H:50])([H:48])[H:49])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])([H:39])([H:40])[H:41],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",30.2
