,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]([C:3](=[O:4])[O:5][H:24])([c:6]1[c:7]([H:25])[c:8]([H:26])[c:9]([H:27])[c:10]([C:11](=[O:12])[c:13]2[c:14]([H:28])[c:15]([H:29])[c:16]([H:30])[c:17]([H:31])[c:18]2[H:32])[c:19]1[H:33])[H:23])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",53.7
1,1,1,[C:1]([C@:2]([C:3](=[O:4])[O:5][H:24])([c:6]1[c:7]([H:25])[c:8]([H:26])[c:9]([H:27])[c:10]([C:11](=[O:12])[c:13]2[c:14]([H:28])[c:15]([H:29])[c:16]([H:30])[c:17]([H:31])[c:18]2[H:32])[c:19]1[H:33])[H:23])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",21.0
2,2,2,[C:1]([C@@:2]([C:3](=[O:4])[O:5][H:24])([c:6]1[c:7]([H:25])[c:8]([H:26])[c:9]([H:27])[c:10]([C:11](=[O:12])[c:13]2[c:14]([H:28])[c:15]([H:29])[c:16]([H:30])[c:17]([H:31])[c:18]2[H:32])[c:19]1[H:33])[H:23])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",21.3
3,3,3,[C:1]([C:2]([C:3]([H:30])([H:31])[H:32])([O:4][C:5](=[O:6])[C:7]([C:8]([H:33])([H:34])[H:35])([C:9]([H:36])([H:37])[H:38])[O:10][c:11]1[c:12]([H:39])[c:13]([H:40])[c:14]([C:15](=[O:16])[c:17]2[c:18]([H:41])[c:19]([H:42])[c:20]([Cl:21])[c:22]([H:43])[c:23]2[H:44])[c:24]([H:45])[c:25]1[H:46])[H:29])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",54.0
4,4,4,[C:1]([C:2]([C:3](=[O:4])[O:5][H:24])([c:6]1[c:7]([H:25])[c:8]([H:26])[c:9]([H:27])[c:10]([C:11](=[O:12])[c:13]2[c:14]([H:28])[c:15]([H:29])[c:16]([H:30])[c:17]([H:31])[c:18]2[H:32])[c:19]1[H:33])[H:23])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",3.0
5,5,5,[N:1]([C:2]1([c:3]2[c:4]([H:29])[c:5]([H:30])[c:6]([C:7]3=[C:15]([c:16]4[c:17]([H:34])[c:18]([H:35])[c:19]([H:36])[c:20]([H:37])[c:21]4[H:38])[N:14]4[C:10](=[N:11][C:12]([H:32])=[C:13]4[H:33])[C:9]([H:31])=[N:8]3)[c:22]([H:39])[c:23]2[H:40])[C:24]([H:41])([H:42])[C:25]([H:43])([H:44])[C:26]1([H:45])[H:46])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",16.22
6,6,6,[N:1]([C:2]1([c:3]2[c:4]([H:29])[c:5]([H:30])[c:6]([C:7]3=[C:15]([c:16]4[c:17]([H:34])[c:18]([H:35])[c:19]([H:36])[c:20]([H:37])[c:21]4[H:38])[N:14]4[C:10](=[N:11][C:12]([H:32])=[C:13]4[H:33])[C:9]([H:31])=[N:8]3)[c:22]([H:39])[c:23]2[H:40])[C:24]([H:41])([H:42])[C:25]([H:43])([H:44])[C:26]1([H:45])[H:46])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",3.0
7,7,7,[C:1]([O:2][c:3]1[c:4]([H:22])[c:5]([N:6]([C:7](=[O:8])[c:9]2[c:10]([H:24])[c:11]([H:25])[c:12]([H:26])[c:13]([H:27])[n:14]2)[H:23])[c:15]([H:28])[c:16]([H:29])[c:17]1[Cl:18])([H:19])([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]]",150.0
8,8,8,[O:1]=[C:2]([N:3]([c:4]1[c:5]([H:18])[c:6]([H:19])[c:7]([H:20])[c:8]([Cl:9])[c:10]1[H:21])[H:17])[c:11]1[c:12]([H:22])[c:13]([H:23])[c:14]([H:24])[c:15]([H:25])[n:16]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",150.0
9,9,9,[O:1]=[C:2]1[N:3]([H:32])[c:4]2[c:5]([O:6][H:33])[c:7]([H:34])[c:8]([H:35])[c:9]([C@@:10]([O:11][H:37])([C:12]([N:13]([C:14]([C:15]([C:16]([S:17][C:18]([C:19]([N:20]([C:21]([C:22]([c:23]3[c:24]([H:56])[c:25]([H:57])[c:26]([H:58])[c:27]([H:59])[c:28]3[Cl:29])([H:54])[H:55])([H:52])[H:53])[H:51])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])([H:41])[H:42])[H:40])([H:38])[H:39])[H:36])[c:30]2[S:31]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",12.0
