,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]([c:3]1[c:4]2[c:5]([n:6][c:7]3[c:8]([H:49])[c:9]([H:50])[c:10]([O:11][C:12](=[O:13])[N:14]4[C:15]([H:51])([H:52])[C:16]([H:53])([H:54])[C:17]([N:18]5[C:19]([H:56])([H:57])[C:20]([H:58])([H:59])[C:21]([H:60])([H:61])[C:22]([H:62])([H:63])[C:23]5([H:64])[H:65])([H:55])[C:24]([H:66])([H:67])[C:25]4([H:68])[H:69])[c:26]([H:70])[c:27]13)[C:28]1=[C:29]([H:71])[C:30]3=[C:31]([C:32](=[O:33])[N:34]1[C:35]2([H:72])[H:73])[C:36]([H:74])([H:75])[O:37][C:38](=[O:39])[C@:40]3([O:41][H:76])[C:42]([C:43]([H:79])([H:80])[H:81])([H:77])[H:78])([H:47])[H:48])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81]]",13.49
1,1,1,[O:1]([C:2]1=[N:3][c:4]2[c:5]([O:6][H:35])[c:7]([H:36])[c:8]([H:37])[c:9]([C:10]([C:11]([N:12]([C:13]([C:14]([C:15]([S:16][C:17]([C:18]([O:19][C:20]([C:21]([c:22]3[c:23]([H:57])[c:24]([H:58])[c:25]([H:59])[c:26]4[c:27]([H:60])[c:28]([H:61])[c:29]([H:62])[c:30]([H:63])[c:31]34)([H:55])[H:56])([H:53])[H:54])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])[H:42])([H:40])[H:41])([H:38])[H:39])[c:32]2[S:33]1)[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]]",36.0
2,2,2,[C:1]([c:2]1[c:3]([H:38])[c:4]([C:5]([N:6]2[C:7]([H:41])([H:42])[C:8]([H:43])([H:44])[c:9]3[c:10]([H:45])[c:11]([H:46])[c:12]([H:47])[c:13]([H:48])[c:14]3[C:15]2([C:16](=[O:17])[N:18]([c:19]2[c:20]([H:51])[c:21]([H:52])[c:22]([Cl:23])[c:24]([H:53])[c:25]2[Cl:26])[H:50])[H:49])([H:39])[H:40])[c:27]([H:54])[c:28]([H:55])[c:29]1[O:30][C:31]([C:32](=[O:33])[O:34][H:58])([H:56])[H:57])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",15.0
3,3,3,[C:1]([C:2]([C:3]([H:44])([H:45])[H:46])([N:4]([C:5]([C:6]([C:7]([N:8]([C:9](=[O:10])[N:11]([c:12]1[c:13]([H:55])[c:14]([H:56])[c:15]([C:16]([C:17]([H:57])([H:58])[H:59])([C:18]([H:60])([H:61])[H:62])[C:19]([H:63])([H:64])[H:65])[c:20]([H:66])[c:21]1[H:67])[H:54])[H:53])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])[C:22]([C@@:23]1([H:70])[O:24][C@:25]([N:26]2[C:27]([H:72])=[C:28]([H:73])[c:29]3[c:30]([N:31]([H:74])[H:75])[n:32][c:33]([H:76])[n:34][c:35]32)([H:71])[C@@:36]([O:37][H:78])([H:77])[C@@:38]1([O:39][H:80])[H:79])([H:68])[H:69])[H:43])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80]]",150.0
4,4,4,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]3([H:40])[C:16]([H:41])([H:42])[C:17]([H:43])([H:44])[O:18][C:19]([H:45])([H:46])[C:20]3([H:47])[H:48])[H:39])[C:21]([C:22]([H:49])([H:50])[H:51])=[N:23][N:24]2[c:25]2[c:26]([H:52])[c:27]([H:53])[c:28]([H:54])[c:29]([H:55])[c:30]2[H:56])[H:38])[c:31]([H:57])[c:32]1[H:58])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",6.0
5,5,5,[C:1]([O:2][c:3]1[c:4]([H:23])[c:5]([H:24])[n:6][c:7]([C:8]([C:9]([C:10]2=[N:11][c:12]3[c:13]([H:29])[c:14]([H:30])[c:15]([H:31])[n:16][c:17]3[N:18]2[H:32])([H:27])[H:28])([H:25])[H:26])[c:19]1[H:33])([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",3.0
6,6,6,[C:1]([O:2][c:3]1[c:4]([H:24])[c:5]([H:25])[n:6][c:7]([C:8]([C:9]([C:10]2=[N:11][c:12]3[c:13]([C:14]([H:30])([H:31])[H:32])[c:15]([H:33])[c:16]([H:34])[n:17][c:18]3[N:19]2[H:35])([H:28])[H:29])([H:26])[H:27])[c:20]1[H:36])([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36]]",3.0
7,7,7,[C:1]([O:2][c:3]1[c:4]([H:24])[c:5]([H:25])[n:6][c:7]([C:8]([C:9]([C:10]2=[N:11][c:12]3[c:13]([H:30])[c:14]([Br:15])[c:16]([H:31])[n:17][c:18]3[N:19]2[H:32])([H:28])[H:29])([H:26])[H:27])[c:20]1[H:33])([H:21])([H:22])[H:23],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",23.5
8,8,8,[c:1]1([H:18])[c:2]([H:19])[c:3]([H:20])[c:4]([S:5][c:6]2[c:7]([H:21])[c:8]([H:22])[c:9]3[c:10]([H:23])[c:11]([H:24])[c:12]([H:25])[c:13]([H:26])[c:14]3[n:15]2)[c:16]([H:27])[c:17]1[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",61.0
9,9,9,[C:1]([N:2]([C:3]([C:4](=[O:5])[N:6]([C:7]([c:8]1[c:9]([H:51])[c:10]([H:52])[c:11]([C:12]2([H:53])[C:13]([H:54])([H:55])[C:14]([H:56])([H:57])[C:15]([H:58])([H:59])[C:16]([H:60])([H:61])[C:17]2([H:62])[H:63])[c:18]([H:64])[c:19]1[H:65])([H:49])[H:50])[c:20]1[c:21]([H:66])[c:22]([H:67])[c:23]([C:24](=[O:25])[O:26][H:68])[c:27]([O:28][H:69])[c:29]1[H:70])([H:47])[H:48])[S:30](=[O:31])(=[O:32])[c:33]1[c:34]([F:35])[c:36]([F:37])[c:38]([F:39])[c:40]([F:41])[c:42]1[F:43])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70]]",128.82
