,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[O:1]=[C:2]1[C:3]([H:29])([H:30])[C:4]2([C:5]([H:31])([H:32])[C:6]([H:33])([H:34])[C:7]([H:35])([H:36])[C:8]2([H:37])[H:38])[C:9]([H:39])([H:40])[C:10](=[O:11])[N:12]1[C:13]([C:14]([C:15]([C:16]([N:17]1[C:18]([H:49])([H:50])[C:19]([H:51])([H:52])[N:20]([c:21]2[n:22][c:23]([H:53])[c:24]([H:54])[c:25]([H:55])[n:26]2)[C:27]([H:56])([H:57])[C:28]1([H:58])[H:59])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",38.9
1,1,1,[C:1]([C:2]1=[N:3][C:4]([H:16])=[C:5]([N+:6](=[O:7])[O-:8])[N:9]1[C:10]([C:11]([O:12][H:21])([H:19])[H:20])([H:17])[H:18])([H:13])([H:14])[H:15],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]]",3.0
2,2,2,[O:1]=[C:2]1[c:3]2[c:4]([H:21])[c:5]([H:22])[c:6]([H:23])[c:7]([H:24])[c:8]2[N:9]([H:25])[N:10]1[C:11]([C:12]1=[C:13]([H:28])[N:14]([H:29])[c:15]2[c:16]([H:30])[c:17]([H:31])[c:18]([H:32])[c:19]([H:33])[c:20]21)([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",4.37
3,3,3,[C:1]([C:2]([C:3]([H:30])([H:31])[H:32])([C:4]([H:33])([H:34])[H:35])[c:5]1[c:6]([H:36])[c:7]([H:37])[c:8]2[c:9]([c:10]1[H:38])[C:11]([H:39])([H:40])[C:12]([H:41])([H:42])[C@:13]2([N:14]([C:15](=[O:16])[N:17]([c:18]1[c:19]([H:46])[c:20]([H:47])[c:21]([H:48])[c:22]2[c:26]1[C:25]([H:50])=[N:24][N:23]2[H:49])[H:45])[H:44])[H:43])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",20.42
4,4,4,[C:1]([C:2]1=[C:3]([C:4]([C:5](=[O:6])[O:7][H:34])([H:32])[H:33])[c:8]2[c:9]([H:35])[c:10]([F:11])[c:12]([H:36])[c:13]([H:37])[c:14]2[N:15]1[S:16](=[O:17])(=[O:18])[c:19]1[c:20]([H:38])[c:21]([H:39])[c:22]([S:23]([C:24]([H:40])([H:41])[H:42])(=[O:25])=[O:26])[c:27]([H:43])[c:28]1[H:44])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.0
5,5,5,[C:1]([C:2]1=[C:3]([C:4]([C:5](=[O:6])[O:7][H:34])([H:32])[H:33])[c:8]2[c:9]([H:35])[c:10]([F:11])[c:12]([H:36])[c:13]([H:37])[c:14]2[N:15]1[S:16](=[O:17])(=[O:18])[c:19]1[c:20]([H:38])[c:21]([H:39])[c:22]([S:23]([C:24]([H:40])([H:41])[H:42])(=[O:25])=[O:26])[c:27]([H:43])[c:28]1[H:44])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",7.9
6,6,6,[N:1]([C:2]1=[N:3][c:4]2[c:5]([H:19])[c:6]([H:20])[c:7](-[c:8]3[c:9]([H:21])[c:10]([H:22])[n:11][c:12]([H:23])[c:13]3[H:24])[c:14]([H:25])[c:15]2[S:16]1)([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",29.51
7,7,7,[C:1]([C:2]([N:3]([C:4](=[O:5])[O:6][C:7]1([H:33])[C:8]([H:34])([H:35])[C:9]([H:36])([H:37])[N:10]([c:11]2[n:12][n:13][c:14]([H:38])[c:15]3[c:16]([H:39])[c:17]([O:18][C:19]([H:40])([H:41])[H:42])[c:20]([O:21][C:22]([H:43])([H:44])[H:45])[c:23]([H:46])[c:24]23)[C:25]([H:47])([H:48])[C:26]1([H:49])[H:50])[H:32])([H:30])[H:31])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",64.57
8,8,8,[C:1]([C:2]([N:3]([C:4](=[O:5])[O:6][C:7]1([H:33])[C:8]([H:34])([H:35])[C:9]([H:36])([H:37])[N:10]([c:11]2[n:12][n:13][c:14]([H:38])[c:15]3[c:16]([H:39])[c:17]([O:18][C:19]([H:40])([H:41])[H:42])[c:20]([O:21][C:22]([H:43])([H:44])[H:45])[c:23]([H:46])[c:24]23)[C:25]([H:47])([H:48])[C:26]1([H:49])[H:50])[H:32])([H:30])[H:31])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50]]",33.88
9,9,9,[C:1]([O:2][C:3]([c:4]1[c:5]([C:6]([C:7]([H:40])([H:41])[H:42])([C:8]([H:43])([H:44])[H:45])[H:39])[n:9][c:10]([C:11]([C:12]([H:47])([H:48])[H:49])([C:13]([H:50])([H:51])[H:52])[H:46])[c:14](/[C:15](=[C:16](/[C@@:17]([O:18][H:56])([C:19]([C@@:20]([O:21][H:60])([C:22]([C:23](=[O:24])[O:25][H:63])([H:61])[H:62])[H:59])([H:57])[H:58])[H:55])[H:54])[H:53])[c:26]1-[c:27]1[c:28]([H:64])[c:29]([H:65])[c:30]([F:31])[c:32]([H:66])[c:33]1[H:67])([H:37])[H:38])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",10.72
10,10,10,[C:1]([O:2][C:3]([c:4]1[c:5]([C:6]([C:7]([H:40])([H:41])[H:42])([C:8]([H:43])([H:44])[H:45])[H:39])[n:9][c:10]([C:11]([C:12]([H:47])([H:48])[H:49])([C:13]([H:50])([H:51])[H:52])[H:46])[c:14](/[C:15](=[C:16](/[C@@:17]([O:18][H:56])([C:19]([C@@:20]([O:21][H:60])([C:22]([C:23](=[O:24])[O:25][H:63])([H:61])[H:62])[H:59])([H:57])[H:58])[H:55])[H:54])[H:53])[c:26]1-[c:27]1[c:28]([H:64])[c:29]([H:65])[c:30]([F:31])[c:32]([H:66])[c:33]1[H:67])([H:37])[H:38])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",10.0
11,11,11,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]([C:6]([N:7]([C:8](=[O:9])[C:10]2([H:35])[C:11]([H:36])([H:37])[C:12]([H:38])([H:39])[C:13]([H:40])([H:41])[N:14]2[S:15](=[O:16])(=[O:17])[c:18]2[c:19]([H:42])[c:20]([H:43])[c:21]([F:22])[c:23]([H:44])[c:24]2[H:45])[H:34])([H:32])[H:33])[c:25]([H:46])[c:26]1[H:47])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]]",150.0
