,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([N:2]([C:3]([H:33])([H:34])[H:35])[C:4]([C:5]([N:6]([c:7]1[c:8]([H:41])[c:9](-[c:10]2[c:11]([H:42])[c:12]([H:43])[c:13]([N:14]3[C:15]([H:44])([H:45])[C:16]([H:46])([H:47])[N:17]([C:18]([H:48])([H:49])[H:50])[C:19]([H:51])([H:52])[C:20]3([H:53])[H:54])[c:21]([H:55])[c:22]2[H:56])[n:23][c:24]2[c:25]([H:57])[c:26]([H:58])[c:27]([H:59])[c:28]([H:60])[c:29]12)[H:40])([H:38])[H:39])([H:36])[H:37])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",3.0
1,1,1,[N:1]([C:2]1([c:3]2[c:4]([H:30])[c:5]([H:31])[c:6](-[c:7]3[n:8][c:9]4[c:10]([H:32])[c:11]([H:33])[c:12]([H:34])[c:13]([H:35])[c:14]4[c:15]([H:36])[c:16]3-[c:17]3[c:18]([H:37])[c:19]([H:38])[c:20]([H:39])[c:21]([H:40])[c:22]3[H:41])[c:23]([H:42])[c:24]2[H:43])[C:25]([H:44])([H:45])[C:26]([H:46])([H:47])[C:27]1([H:48])[H:49])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",13.49
2,2,2,[N:1]([C:2]1([c:3]2[c:4]([H:30])[c:5]([H:31])[c:6](-[c:7]3[n:8][c:9]4[c:10]([H:32])[c:11]([H:33])[c:12]([H:34])[c:13]([H:35])[c:14]4[c:15]([H:36])[c:16]3-[c:17]3[c:18]([H:37])[c:19]([H:38])[c:20]([H:39])[c:21]([H:40])[c:22]3[H:41])[c:23]([H:42])[c:24]2[H:43])[C:25]([H:44])([H:45])[C:26]([H:46])([H:47])[C:27]1([H:48])[H:49])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",147.91
3,3,3,[C:1]([c:2]1[c:3]([H:31])[c:4]([H:32])[c:5](-[c:6]2[c:7]([H:33])[c:8]([H:34])[c:9]3[c:10]([c:11]([H:35])[c:12]([H:36])[c:13]4[c:17]3[C:16]3=[C:15]([S:14]4)[C:23](=[O:24])[N:22]([H:44])[C@@:20]([C:21]([H:41])([H:42])[H:43])([H:40])[C:19]([H:38])([H:39])[N:18]3[H:37])[n:25]2)[c:26]([H:45])[n:27]1)([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45]]",6.92
4,4,4,[N:1]([C:2]1=[N:3][c:4]2[c:5]([H:19])[c:6]([H:20])[c:7](-[c:8]3[c:9]([H:21])[c:10]([H:22])[n:11][c:12]([H:23])[c:13]3[H:24])[c:14]([H:25])[c:15]2[S:16]1)([H:17])[H:18],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]]",29.51
5,5,5,[O:1]=[C:2]([N:3]([C:4]([C:5]12[C:6]([H:32])([H:33])[C:7]3([H:34])[C:8]([H:35])([H:36])[C:9]([H:37])([C:10]([H:38])([H:39])[C:11]([H:40])([C:12]3([H:41])[H:42])[C:13]1([H:43])[H:44])[C:14]2([H:45])[H:46])([H:30])[H:31])[H:29])[c:15]1[c:16]([H:47])[c:17]([C:18]([N:19]2[C:20]([H:50])([H:51])[C:21]([H:52])([H:53])[N:22]([H:54])[C:23]([H:55])([H:56])[C:24]2([H:57])[H:58])([H:48])[H:49])[c:25]([H:59])[c:26]([H:60])[c:27]1[Cl:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",4.46
6,6,6,[O:1]=[C:2]([N:3]([C:4]([C:5]12[C:6]([H:32])([H:33])[C:7]3([H:34])[C:8]([H:35])([H:36])[C:9]([H:37])([C:10]([H:38])([H:39])[C:11]([H:40])([C:12]3([H:41])[H:42])[C:13]1([H:43])[H:44])[C:14]2([H:45])[H:46])([H:30])[H:31])[H:29])[c:15]1[c:16]([H:47])[c:17]([C:18]([N:19]2[C:20]([H:50])([H:51])[C:21]([H:52])([H:53])[N:22]([H:54])[C:23]([H:55])([H:56])[C:24]2([H:57])[H:58])([H:48])[H:49])[c:25]([H:59])[c:26]([H:60])[c:27]1[Cl:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",4.0
7,7,7,[C:1]([C:2]([O:3][c:4]1[c:5]([H:39])[c:6]([C:7]([C:8](=[O:9])[N:10]([C@@:11]([C:12]([C:13]([C:14]([H:47])([H:48])[H:49])([C:15]([H:50])([H:51])[H:52])[H:46])([H:44])[H:45])([c:16]2[c:17]([H:53])[c:18]([H:54])[c:19]([H:55])[c:20]([H:56])[c:21]2[N:22]2[C:23]([H:57])([H:58])[C:24]([H:59])([H:60])[C:25]([H:61])([H:62])[C:26]([H:63])([H:64])[C:27]2([H:65])[H:66])[H:43])[H:42])([H:40])[H:41])[c:28]([H:67])[c:29]([H:68])[c:30]1[C:31](=[O:32])[O:33][H:69])([H:37])[H:38])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69]]",29.51
8,8,8,[C:1]([O:2][c:3]1[c:4]([H:38])[c:5]([H:39])[c:6]([C:7]([O:8][c:9]2[n:10][c:11]([Br:12])[c:13]([H:42])[n:14][c:15]2[N:16]([S:17](=[O:18])(=[O:19])[c:20]2[c:21]([H:44])[c:22]([H:45])[c:23]([C:24]([H:46])([H:47])[H:48])[c:25]([H:49])[c:26]2[H:50])[H:43])([H:40])[H:41])[c:27]([H:51])[c:28]1[O:29][C:30]([C:31]([N:32]([C:33]([H:56])([H:57])[H:58])[C:34]([H:59])([H:60])[H:61])([H:54])[H:55])([H:52])[H:53])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",31.0
9,9,9,[C:1]([N:2]1[C:3]([H:30])([H:31])[C:4]([H:32])([H:33])[N:5]([C:6]([C:7](=[O:8])[N:9]2[c:10]3[c:11]([H:36])[c:12]([H:37])[c:13]([H:38])[c:14]([H:39])[c:15]3[C:16](=[O:17])[N:18]([H:40])[c:19]3[c:20]([H:41])[c:21]([H:42])[c:22]([H:43])[n:23][c:24]32)([H:34])[H:35])[C:25]([H:44])([H:45])[C:26]1([H:46])[H:47])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]]",6.76
10,10,10,[C:1]([C:2]1=[C:6]([C:7](=[O:8])[N:9]([c:10]2[c:11]([H:25])[c:12]([H:26])[c:13]([C:14]([F:15])([F:16])[F:17])[c:18]([H:27])[c:19]2[H:28])[H:24])[C:5]([H:23])=[N:4][O:3]1)([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",23.99
11,11,11,[C:1]([C:2]1=[C:6]([C:7](=[O:8])[N:9]([c:10]2[c:11]([H:25])[c:12]([H:26])[c:13]([C:14]([F:15])([F:16])[F:17])[c:18]([H:27])[c:19]2[H:28])[H:24])[C:5]([H:23])=[N:4][O:3]1)([H:20])([H:21])[H:22],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",3.0
