,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]([C:3](=[O:4])[O:5][C@:6]1([C:7](=[O:8])[S:9][C:10]([F:11])([H:40])[H:41])[C@@:12]([C:13]([H:43])([H:44])[H:45])([H:42])[C:14]([H:46])([H:47])[C@@:15]2([H:48])[C@:16]3([H:49])[C:17]([H:50])([H:51])[C@@:18]([F:19])([H:52])[C:20]4=[C:21]([H:53])[C:22](=[O:23])[C:24]([H:54])=[C:25]([H:55])[C@:26]4([C:27]([H:56])([H:57])[H:58])[C@@:28]3([F:29])[C@:30]([O:31][H:60])([H:59])[C:32]([H:61])([H:62])[C@:33]12[C:34]([H:63])([H:64])[H:65])([H:38])[H:39])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",150.0
1,1,1,[C:1]([C@@:2]1([H:31])[C:3]([H:32])([H:33])[C@@:4]2([H:34])[C@:5]3([H:35])[C:6]([H:36])([H:37])[C:7]([H:38])([H:39])[C@:8]([O:9][H:40])([C:10](=[O:11])[C:12]([O:13][H:43])([H:41])[H:42])[C@@:14]3([C:15]([H:44])([H:45])[H:46])[C:16]([H:47])([H:48])[C@@:17]([O:18][H:50])([H:49])[C@:19]2([H:51])[C@@:20]2([C:21]([H:52])([H:53])[H:54])[C:22]([H:55])=[C:23]([H:56])[C:24](=[O:25])[C:26]([H:57])=[C:27]12)([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",9.12
2,2,2,[C:1]([C@@:2]1([H:31])[C:3]([H:32])([H:33])[C@@:4]2([H:34])[C@:5]3([H:35])[C:6]([H:36])([H:37])[C:7]([H:38])([H:39])[C@:8]([O:9][H:40])([C:10](=[O:11])[C:12]([O:13][H:43])([H:41])[H:42])[C@@:14]3([C:15]([H:44])([H:45])[H:46])[C:16]([H:47])([H:48])[C@@:17]([O:18][H:50])([H:49])[C@:19]2([H:51])[C@@:20]2([C:21]([H:52])([H:53])[H:54])[C:22]([H:55])=[C:23]([H:56])[C:24](=[O:25])[C:26]([H:57])=[C:27]12)([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",150.0
3,3,3,[C:1]([C@:2]1([H:32])[C:3]([H:33])([H:34])[C@@:4]2([H:35])[C@:5]3([H:36])[C:6]([H:37])([H:38])[C:7]([H:39])([H:40])[C:8]4=[C:9]([H:41])[C:10](=[O:11])[C:12]([H:42])=[C:13]([H:43])[C@:14]4([C:15]([H:44])([H:45])[H:46])[C@@:16]3([F:17])[C@:18]([O:19][H:48])([H:47])[C:20]([H:49])([H:50])[C@:21]2([C:22]([H:51])([H:52])[H:53])[C@@:23]1([O:24][H:54])[C:25](=[O:26])[C:27]([O:28][H:57])([H:55])[H:56])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",31.0
4,4,4,[C:1]([C:2]([C:3](=[O:4])[O:5][C@:6]1([C:7](=[O:8])[S:9][C:10]([F:11])([H:40])[H:41])[C@@:12]([C:13]([H:43])([H:44])[H:45])([H:42])[C:14]([H:46])([H:47])[C@@:15]2([H:48])[C@:16]3([H:49])[C:17]([H:50])([H:51])[C@@:18]([F:19])([H:52])[C:20]4=[C:21]([H:53])[C:22](=[O:23])[C:24]([H:54])=[C:25]([H:55])[C@:26]4([C:27]([H:56])([H:57])[H:58])[C@@:28]3([F:29])[C@:30]([O:31][H:60])([H:59])[C:32]([H:61])([H:62])[C@:33]12[C:34]([H:63])([H:64])[H:65])([H:38])[H:39])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]",107.15
5,5,5,[N:1]([C:2]1([c:3]2[c:4]([H:30])[c:5]([H:31])[c:6](-[c:7]3[n:8][c:9]([H:32])[c:10]4[c:11]([H:33])[c:12]([H:34])[c:13]([H:35])[n:14][c:15]4[c:16]3-[c:17]3[c:18]([H:36])[c:19]([H:37])[c:20]([H:38])[c:21]([H:39])[c:22]3[H:40])[c:23]([H:41])[c:24]2[H:42])[C:25]([H:43])([H:44])[C:26]([H:45])([H:46])[C:27]1([H:47])[H:48])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]]",19.5
6,6,6,[O:1]=[C:2]([N:3]([C:4]([C:5]1([O:6][H:32])[C:7]([H:33])([H:34])[C:8]([H:35])([H:36])[C:9]([H:37])([H:38])[C:10]([H:39])([H:40])[C:11]([H:41])([H:42])[C:12]1([H:43])[H:44])([H:30])[H:31])[H:29])[c:13]1[c:14]([H:45])[c:15](-[c:16]2[c:17]([H:46])[c:18]([H:47])[c:19]([H:48])[c:20]([H:49])[c:21]2[C:22](=[O:23])[O:24][H:50])[c:25]([H:51])[c:26]([H:52])[c:27]1[Cl:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",12.5
7,7,7,[c:1]1([H:18])[c:2]([H:19])[c:3]([H:20])[c:4]([O:5][c:6]2[n:7][c:8]([H:21])[c:9]([H:22])[c:10]3[c:11]([H:23])[c:12]([H:24])[c:13]([H:25])[c:14]([H:26])[c:15]23)[c:16]([H:27])[c:17]1[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]",150.0
8,8,8,[C:1]([O:2][c:3]1[c:4]([H:29])[c:5]2[n:6][c:7]([H:30])[n:8][c:9]([N:10]([c:11]3[c:12]([H:32])[c:13]4[c:14]([H:33])[c:15]([H:34])[c:16]([H:35])[c:17]([H:36])[c:18]4[c:19]([H:37])[n:20]3)[H:31])[c:21]2[c:22]([H:38])[c:23]1[O:24][C:25]([H:39])([H:40])[H:41])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41]]",3.0
9,9,9,[C:1]([C:2]([C@@:3]([N:4]([C:5]1=[C:6]([N:7]([c:8]2[c:9]([H:38])[c:10]([H:39])[c:11]([H:40])[c:12]([C:13](=[O:14])[N:15]([C:16]([H:41])([H:42])[H:43])[C:17]([H:44])([H:45])[H:46])[c:18]2[O:19][H:47])[H:37])[C:20](=[O:21])[C:22]1=[O:23])[H:36])([C:24]1=[C:25]([H:48])[C:26]([H:49])=[C:27]([C:28]([H:50])([H:51])[H:52])[O:29]1)[H:35])([H:33])[H:34])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",75.93
