,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]([C:3]([H:33])([H:34])[H:35])([S:4](=[O:5])(=[O:6])[c:7]1[c:8]([H:36])[c:9]([H:37])[c:10](-[c:11]2[c:12]([H:38])[n:13][c:14]([N:15]([H:39])[H:40])[c:16]([C:17](=[O:18])[N:19]([c:20]3[c:21]([H:42])[c:22]([H:43])[c:23]([H:44])[c:24]([H:45])[c:25]3[H:46])[H:41])[n:26]2)[c:27]([H:47])[c:28]1[H:48])[H:32])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]]",10.0
1,1,1,[C:1]([S:2](=[O:3])(=[O:4])[c:5]1[c:6]([H:30])[c:7]([H:31])[c:8](-[c:9]2[c:10]([H:32])[n:11][c:12]([N:13]([H:33])[H:34])[c:14]([C:15](=[O:16])[N:17]([c:18]3[c:19]([H:36])[c:20]([H:37])[c:21]([H:38])[c:22]([H:39])[c:23]3[H:40])[H:35])[n:24]2)[c:25]([H:41])[c:26]1[H:42])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42]]",4.17
2,2,2,[C:1]([C:2]([O:3][c:4]1[c:5]([H:51])[c:6]([H:52])[c:7]([N:8]2[C:9]([C@@:10]([C:11]([H:54])([H:55])[H:56])([N:12]([C:13]([C:14]3([H:59])[C:15]([H:60])([H:61])[C:16]([H:62])([H:63])[N:17]([C:18]([H:64])([H:65])[H:66])[C:19]([H:67])([H:68])[C:20]3([H:69])[H:70])([H:57])[H:58])[C:21](=[O:22])[C:23]([c:24]3[c:25]([H:73])[c:26]([H:74])[c:27]([F:28])[c:29]([C:30]([F:31])([F:32])[F:33])[c:34]3[H:75])([H:71])[H:72])[H:53])=[N:35][c:36]3[n:37][c:38]([H:76])[c:39]([H:77])[c:40]([H:78])[c:41]3[C:42]2=[O:43])[c:44]([H:79])[c:45]1[H:80])([H:49])[H:50])([H:46])([H:47])[H:48],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80]]",21.38
3,3,3,[C:1]([C:2]1([C:3]([H:34])([H:35])[H:36])[C@:4]2([H:37])[C:5]([H:38])([H:39])[C:6]([H:40])([H:41])[C@@:7]1([C:8]([S:9](=[O:10])(=[O:11])[N:12]1[C:13]([H:44])([H:45])[C:14]([H:46])([H:47])[N:15]([c:16]3[c:17]([H:48])[c:18]([H:49])[c:19]([C:20]([F:21])([F:22])[F:23])[c:24]([H:50])[n:25]3)[C:26]([H:51])([H:52])[C:27]1([H:53])[H:54])([H:42])[H:43])[C:28](=[O:29])[C:30]2([H:55])[H:56])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",51.0
4,4,4,[C:1]([C:2](=[O:3])[c:4]1[c:5]([H:33])[c:6]([H:34])[c:7]([N:8]2[C:9]([H:35])([H:36])[C:10]([H:37])([H:38])[N:11]([S:12](=[O:13])(=[O:14])[C:15]([C@:16]34[C:17]([H:41])([H:42])[C:18]([H:43])([H:44])[C@:19]([H:45])([C:20]([H:46])([H:47])[C:21]3=[O:22])[C:23]4([C:24]([H:48])([H:49])[H:50])[C:25]([H:51])([H:52])[H:53])([H:39])[H:40])[C:26]([H:54])([H:55])[C:27]2([H:56])[H:57])[n:28][c:29]1[H:58])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",150.0
5,5,5,[C:1]([C:2]1([C:3]([H:32])([H:33])[H:34])[C@:4]2([H:35])[C:5]([H:36])([H:37])[C:6]([H:38])([H:39])[C@@:7]1([C:8]([S:9](=[O:10])(=[O:11])[N:12]1[C:13]([H:42])([H:43])[C:14]([H:44])([H:45])[N:15]([c:16]3[c:17]([H:46])[c:18]([H:47])[c:19]([C:20]#[N:21])[c:22]([H:48])[n:23]3)[C:24]([H:49])([H:50])[C:25]1([H:51])[H:52])([H:40])[H:41])[C:26](=[O:27])[C:28]2([H:53])[H:54])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",103.0
6,6,6,[C:1]([O:2][c:3]1[c:4]([H:25])[c:5]([H:26])[c:6]([C:7]([N:8]([C:9](=[O:10])[N:11]([C:12]2=[N:13][C:14]([H:31])=[C:15]([N+:16](=[O:17])[O-:18])[S:19]2)[H:30])[H:29])([H:27])[H:28])[c:20]([H:32])[c:21]1[H:33])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]",56.0
7,7,7,[C:1]([C:2]([C:3]([H:30])([H:31])[H:32])([C:4]([O:5][H:35])([H:33])[H:34])[N:6]([c:7]1[n:8][c:9]([S:10][C:11]([c:12]2[c:13]([H:39])[c:14]([H:40])[c:15]([H:41])[c:16]([F:17])[c:18]2[F:19])([H:37])[H:38])[n:20][c:21]2[c:26]1[S:25][C:23]([N:24]([H:42])[H:43])=[N:22]2)[H:36])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",31.0
8,8,8,[N:1]([C:2]1=[N:3][c:4]2[n:5][c:6]([S:7][C:8]([c:9]3[c:10]([H:24])[c:11]([H:25])[c:12]([H:26])[c:13]([H:27])[c:14]3[H:28])([H:22])[H:23])[n:15][c:16]([O:17][H:29])[c:18]2[S:19]1)([H:20])[H:21],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]]",3.0
9,9,9,[C:1]([C:2]([C@:3]([C:4]([O:5][H:33])([H:31])[H:32])([N:6]([c:7]1[n:8][c:9]([S:10][C:11]([c:12]2[c:13]([H:37])[c:14]([H:38])[c:15]([H:39])[c:16]([H:40])[c:17]2[H:41])([H:35])[H:36])[n:18][c:19]2[c:24]1[S:23][C:21]([N:22]([H:42])[H:43])=[N:20]2)[H:34])[H:30])([H:28])[H:29])([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",8.71
10,10,10,[C:1]([C@:2]([C:3]([O:4][H:31])([H:29])[H:30])([N:5]([c:6]1[n:7][c:8]([S:9][C:10]([c:11]2[c:12]([H:35])[c:13]([H:36])[c:14]([H:37])[c:15]([H:38])[c:16]2[F:17])([H:33])[H:34])[n:18][c:19]2[c:24]1[S:23][C:21]([N:22]([H:39])[H:40])=[N:20]2)[H:32])[H:28])([H:25])([H:26])[H:27],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40]]",8.13
