,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([c:2]1[c:3]([H:25])[c:4]([H:26])[c:5](/[C:6](=[C:7](\[C:8]([N:9]2[C:10]([H:30])([H:31])[C:11]([H:32])([H:33])[C:12]([H:34])([H:35])[C:13]2([H:36])[H:37])([H:28])[H:29])[H:27])[c:14]2[c:15]([H:38])[c:16]([H:39])[c:17]([H:40])[c:18]([H:41])[n:19]2)[c:20]([H:42])[c:21]1[H:43])([H:22])([H:23])[H:24],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",8.0
1,1,1,[C:1]([C@:2]([N:3]([C:4](=[O:5])[c:6]1[c:7]([H:37])[c:8]([H:38])[c:9]([H:39])[c:10]2[c:11]1[N:12]([C:13]([c:14]1[c:15]([H:42])[c:16]([H:43])[c:17]([Cl:18])[c:19]([H:44])[c:20]1[H:45])([H:40])[H:41])[C:21]([H:46])([H:47])[C:22]2([H:48])[H:49])[H:36])([c:23]1[c:24]([H:50])[c:25]([H:51])[c:26]([C:27](=[O:28])[O:29][H:52])[c:30]([H:53])[c:31]1[H:54])[H:35])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",15.85
2,2,2,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])([N:4]([C:5](=[O:6])[c:7]1[c:8]([H:39])[c:9]([H:40])[c:10]2[c:11]([N:12]([c:13]3[c:14]([H:42])[c:15]([H:43])[c:16]([Cl:17])[c:18]([H:44])[c:19]3[H:45])[H:41])[n:20][c:21]([N:22]3[C:23]([H:46])([H:47])[C:24]([H:48])([H:49])[O:25][C:26]([H:50])([H:51])[C:27]3([H:52])[H:53])[n:28][c:29]2[c:30]1[H:54])[H:38])[H:34])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",3.0
3,3,3,[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([H:39])([H:40])[H:41])([H:37])[H:38])([C:8]([N:9]([C:10](=[O:11])[c:12]1[c:13]([H:45])[c:14]([N:15]2[N:16]=[C:17]([H:46])[C:18](=[O:19])[N:20]([H:47])[C:21]2=[O:22])[c:23]([H:48])[c:24]([H:49])[c:25]1[Cl:26])[H:44])([H:42])[H:43])[H:36])([H:34])[H:35])([H:32])[H:33])([H:30])[H:31])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",24.0
4,4,4,[C:1]([O:2][c:3]1[c:4]([H:34])[c:5]([H:35])[c:6]([C:7](=[O:8])[N:9]([C:10]([C:11]2=[C:12]([H:39])[N:13]([c:14]3[c:15]([H:40])[c:16]([C:17]([H:41])([H:42])[H:43])[n:18][c:19]4[c:20]([H:44])[c:21]([H:45])[c:22]([O:23][C:24]([H:46])([H:47])[H:48])[c:25]([H:49])[c:26]34)[N:27]=[N:28]2)([H:37])[H:38])[H:36])[c:29]([H:50])[c:30]1[H:51])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51]]",64.57
5,5,5,[C:1]([c:2]1[c:3]([H:43])[c:4]([H:44])[c:5]([N:6]([C:7](=[O:8])[c:9]2[c:10]([H:46])[c:11]([H:47])[c:12]([H:48])[c:13]([N:14]3[C:15]([H:49])([H:50])[C:16]([H:51])([H:52])[O:17][C:18]([H:53])([H:54])[C:19]3([H:55])[H:56])[c:20]2[H:57])[H:45])[c:21]([H:58])[c:22]1[N:23]([C:24](=[O:25])[c:26]1[c:27]([H:60])[c:28]([H:61])[c:29]([O:30][C:31]([c:32]2[c:33]([H:64])[c:34]([H:65])[c:35]([H:66])[c:36]([H:67])[n:37]2)([H:62])[H:63])[c:38]([H:68])[c:39]1[H:69])[H:59])([H:40])([H:41])[H:42],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69]]",30.33
6,6,6,[C:1]([c:2]1[c:3]([H:35])[c:4]([H:36])[c:5]([C:6](=[O:7])[N:8]([C:9]([C:10]([H:39])([H:40])[H:41])([C:11]([H:42])([H:43])[H:44])[H:38])[H:37])[c:12]([H:45])[c:13]1[N:14]1[C:15]([H:46])=[N:16][c:17]2[c:18]([H:47])[c:19]([H:48])[c:20]([N:21]3[C:22]([H:49])([H:50])[C:23]([H:51])([H:52])[N:24]([C:25]([H:53])([H:54])[H:55])[C:26]([H:56])([H:57])[C:27]3([H:58])[H:59])[c:28]([H:60])[c:29]2[C:30]1=[O:31])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",3.0
7,7,7,[O:1]=[C:2]([N:3]([C:4]([C:5]([C:6]([C:7]([C:8]([C:9]([N:10]([C:11]([C:12]([c:13]1[c:14]([H:49])[c:15]([H:50])[c:16]([O:17][H:51])[c:18]2[c:23]1[S:22][C:20]([O:21][H:52])=[N:19]2)([H:47])[H:48])([H:45])[H:46])[H:44])([H:42])[H:43])([H:40])[H:41])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])([H:32])[H:33])[H:31])[N:24]([c:25]1[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]([H:57])[c:30]1[H:58])[H:53],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58]]",11.0
8,8,8,[C:1]([c:2]1[c:3]([H:31])[c:4]([H:32])[c:5]([H:33])[c:6]([C:7]([N:8]2[C:9]([H:36])([H:37])[C:10]([H:38])([H:39])[C:11]3([C:12]([H:40])([H:41])[C:13]2([H:42])[H:43])[C:14]([H:44])([H:45])[C:15]([H:46])([H:47])[N:16]([C:17](=[O:18])[c:19]2[c:20]([H:48])[c:21]([H:49])[c:22]([H:50])[c:23]([H:51])[c:24]2[H:52])[C:25]([H:53])([H:54])[C:26]3([H:55])[H:56])([H:34])[H:35])[c:27]1[H:57])([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57]]",13.5
9,9,9,[O:1]=[C:2]([c:3]1[c:4]([H:28])[c:5]([H:29])[c:6]([H:30])[c:7]([H:31])[c:8]1[H:32])[N:9]1[C:10]([H:33])([H:34])[C:11]([H:35])([H:36])[C:12]2([C:13]([H:37])([H:38])[C:14]([H:39])([H:40])[N:15]([C:16]([c:17]3[c:18]([H:43])[c:19]([H:44])[c:20]([H:45])[c:21]([Cl:22])[c:23]3[H:46])([H:41])[H:42])[C:24]([H:47])([H:48])[C:25]2([H:49])[H:50])[C:26]([H:51])([H:52])[C:27]1([H:53])[H:54],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",5.0
