,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]2[c:6]([c:7]1[H:32])[C:8]([c:9]1[c:10]([H:33])[c:11]([H:34])[n:12][c:13]3[c:14]([H:35])[c:15]([Cl:16])[c:17]([H:36])[c:18]([H:37])[c:19]13)=[C:20]([C:21]([H:38])([H:39])[H:40])[N:22]2[C:23]([C:24](=[O:25])[O:26][H:43])([H:41])[H:42])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",4.0
1,1,1,[C:1]([c:2]1[c:3]([H:31])[c:4]([H:32])[c:5]2[c:6]([c:7]1[H:33])[C:8]([c:9]1[c:10]([H:34])[c:11]([H:35])[n:12][c:13]3[c:14]([C:15]#[N:16])[c:17]([H:36])[c:18]([H:37])[c:19]([H:38])[c:20]13)=[C:21]([C:22]([H:39])([H:40])[H:41])[N:23]2[C:24]([C:25](=[O:26])[O:27][H:44])([H:42])[H:43])([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.0
2,2,2,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]2[c:6]([c:7]1[H:35])[C:8]([c:9]1[c:10]([H:36])[c:11]([H:37])[n:12][c:13]3[c:14]([C:15]([F:16])([F:17])[F:18])[c:19]([H:38])[c:20]([H:39])[c:21]([H:40])[c:22]13)=[C:23]([C:24]([H:41])([H:42])[H:43])[N:25]2[C:26]([C:27](=[O:28])[O:29][H:46])([H:44])[H:45])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",5.6
3,3,3,[C:1]([O:2][c:3]1[c:4]([H:31])[c:5]([H:32])[c:6]2[c:7]([c:8]1[H:33])[C:9]([c:10]1[c:11]([H:34])[c:12]([H:35])[n:13][c:14]3[c:15]([H:36])[c:16]([Cl:17])[c:18]([H:37])[c:19]([H:38])[c:20]13)=[C:21]([C:22]([H:39])([H:40])[H:41])[N:23]2[C:24]([C:25](=[O:26])[O:27][H:44])([H:42])[H:43])([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",4.0
4,4,4,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]2[c:6]([c:7]1[H:32])[C:8]([c:9]1[c:10]([H:33])[c:11]([H:34])[n:12][c:13]3[c:14]([Cl:15])[c:16]([H:35])[c:17]([H:36])[c:18]([H:37])[c:19]13)=[C:20]([C:21]([H:38])([H:39])[H:40])[N:22]2[C:23]([C:24](=[O:25])[O:26][H:43])([H:41])[H:42])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",7.0
5,5,5,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]2[c:6]([c:7]1[H:35])[C:8]([c:9]1[c:10]([H:36])[c:11]([H:37])[n:12][c:13]3[c:14]([H:38])[c:15]([H:39])[c:16]([C:17]([F:18])([F:19])[F:20])[c:21]([H:40])[c:22]13)=[C:23]([C:24]([H:41])([H:42])[H:43])[N:25]2[C:26]([C:27](=[O:28])[O:29][H:46])([H:44])[H:45])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",23.0
6,6,6,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]2[c:6]([c:7]1[H:35])[C:8]([c:9]1[c:10]([H:36])[c:11]([H:37])[n:12][c:13]3[c:14]([H:38])[c:15]([C:16]([F:17])([F:18])[F:19])[c:20]([H:39])[c:21]([H:40])[c:22]13)=[C:23]([C:24]([H:41])([H:42])[H:43])[N:25]2[C:26]([C:27](=[O:28])[O:29][H:46])([H:44])[H:45])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",3.0
7,7,7,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]2[c:6]([c:7]1[H:32])[C:8]([c:9]1[c:10]([H:33])[c:11]([C:12]([H:34])([H:35])[H:36])[n:13][c:14]3[c:15]([H:37])[c:16]([H:38])[c:17]([H:39])[c:18]([H:40])[c:19]13)=[C:20]([C:21]([H:41])([H:42])[H:43])[N:22]2[C:23]([C:24](=[O:25])[O:26][H:46])([H:44])[H:45])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",3.0
8,8,8,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]2[c:6]([c:7]1[H:35])[C:8]([c:9]1[c:10]([H:36])[c:11]([H:37])[n:12][c:13]3[c:14]([S:15]([C:16]([H:38])([H:39])[H:40])(=[O:17])=[O:18])[c:19]([H:41])[c:20]([H:42])[c:21]([H:43])[c:22]13)=[C:23]([C:24]([H:44])([H:45])[H:46])[N:25]2[C:26]([C:27](=[O:28])[O:29][H:49])([H:47])[H:48])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]]",3.0
9,9,9,[C:1]([O:2][c:3]1[c:4]([H:31])[c:5]([H:32])[c:6]([H:33])[c:7]2[c:8]([C:9]3=[C:10]([C:11]([H:34])([H:35])[H:36])[N:12]([C:13]([C:14](=[O:15])[O:16][H:39])([H:37])[H:38])[c:17]4[c:18]([H:40])[c:19]([H:41])[c:20]([C:21]([H:42])([H:43])[H:44])[c:22]([H:45])[c:23]43)[c:24]([H:46])[c:25]([H:47])[n:26][c:27]12)([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]]",5.0
10,10,10,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]2[c:6]([c:7]1[H:32])[C:8]([c:9]1[c:10]([H:33])[c:11]([H:34])[n:12][c:13]3[c:14]([C:15]([H:35])([H:36])[H:37])[c:16]([H:38])[c:17]([H:39])[c:18]([H:40])[c:19]13)=[C:20]([C:21]([H:41])([H:42])[H:43])[N:22]2[C:23]([C:24](=[O:25])[O:26][H:46])([H:44])[H:45])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46]]",5.0
11,11,11,[C:1]([c:2]1[c:3]([H:30])[c:4]([H:31])[c:5]2[c:6]([c:7]1[H:32])[C:8]([c:9]1[c:10]([H:33])[c:11]([H:34])[n:12][c:13]3[c:14]([F:15])[c:16]([H:35])[c:17]([H:36])[c:18]([H:37])[c:19]13)=[C:20]([C:21]([H:38])([H:39])[H:40])[N:22]2[C:23]([C:24](=[O:25])[O:26][H:43])([H:41])[H:42])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43]]",3.0
12,12,12,[C:1]([c:2]1[c:3]([H:35])[c:4]([H:36])[c:5]([C:6](=[O:7])[N:8]([C:9]2=[N:13][O:12][C:11]([H:39])=[C:10]2[H:38])[H:37])[c:14]([H:40])[c:15]1[N:16]([C:17](=[O:18])[C:19]1=[C:30]([N:31]([H:47])[H:48])[N:22]([c:23]2[c:24]([H:43])[c:25]([H:44])[c:26]([H:45])[c:27]([H:46])[c:28]2[F:29])[N:21]=[C:20]1[H:42])[H:41])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48]]",3.0
