,,reaction_id,smiles,reaction_core,activation_energy
0,0,0,[C:1]([C:2]1=[N:3][N:4]([c:5]2[c:6]([H:38])[c:7]([H:39])[c:8]([F:9])[c:10]([H:40])[c:11]2[H:41])[C:12]([N:13]([S:14](=[O:15])(=[O:16])[c:17]2[c:18]([H:43])[c:19]([H:44])[c:20]([C:21]#[N:22])[c:23]([H:45])[c:24]2[H:46])[H:42])=[C:25]1[C:26](=[O:27])[N:28]([C@@:29]([C:30]([H:49])([H:50])[H:51])([C:31]([C:32]([H:52])([H:53])[H:54])([C:33]([H:55])([H:56])[H:57])[C:34]([H:58])([H:59])[H:60])[H:48])[H:47])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]]",5.0
1,1,1,[C:1]([C:2]([C:3]([C:4]([C:5]([H:40])([H:41])[H:42])([H:38])[H:39])([N:6]([C:7](=[O:8])[C:9]1=[C:20]([N:21]([S:22](=[O:23])(=[O:24])[c:25]2[c:26]([H:53])[c:27]([H:54])[c:28]([C:29]([H:55])([H:56])[H:57])[c:30]([H:58])[c:31]2[H:59])[H:52])[N:13]([c:14]2[c:15]([H:47])[c:16]([H:48])[c:17]([H:49])[c:18]([H:50])[c:19]2[H:51])[N:12]=[C:10]1[C:11]([H:44])([H:45])[H:46])[H:43])[H:37])([H:35])[H:36])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",23.6
2,2,2,[C:1]([C:2]([C:3]([C:4]([C:5]([H:40])([H:41])[H:42])([H:38])[H:39])([N:6]([C:7](=[O:8])[C:9]1=[C:20]([N:21]([S:22](=[O:23])(=[O:24])[c:25]2[c:26]([H:50])[c:27]([H:51])[c:28]([C:29]([H:52])([H:53])[H:54])[c:30]([H:55])[c:31]2[H:56])[H:49])[N:12]([c:13]2[c:14]([H:45])[c:15]([H:46])[c:16]([H:47])[c:17]([H:48])[c:18]2[Cl:19])[N:11]=[C:10]1[H:44])[H:43])[H:37])([H:35])[H:36])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",72.0
3,3,3,[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:15]([N:16]([S:17](=[O:18])(=[O:19])[c:20]2[c:21]([H:38])[c:22]([H:39])[c:23]([C:24]([H:40])([H:41])[H:42])[c:25]([H:43])[c:26]2[H:44])[H:37])[N:8]([c:9]2[c:10]([H:32])[c:11]([H:33])[c:12]([H:34])[c:13]([H:35])[c:14]2[H:36])[N:7]=[C:6]1[H:31])[H:30])([H:27])([H:28])[H:29],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",14.0
4,4,4,[C:1]([c:2]1[c:3]([H:39])[c:4]([H:40])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C@@:15]([C:16]([H:44])([H:45])[H:46])([C:17]([C:18]([H:47])([H:48])[H:49])([C:19]([H:50])([H:51])[H:52])[C:20]([H:53])([H:54])[H:55])[H:43])[H:42])[C:21]([C:22]([F:23])([F:24])[F:25])=[N:26][N:27]2[c:28]2[c:29]([H:56])[c:30]([H:57])[c:31]([H:58])[c:32]([H:59])[c:33]2[H:60])[H:41])[c:34]([H:61])[c:35]1[H:62])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",120.0
5,5,5,[C:1]([c:2]1[c:3]([H:35])[c:4]([H:36])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]([C:16]([C:17]([H:41])([H:42])[H:43])([C:18]([H:44])([H:45])[H:46])[C:19]([H:47])([H:48])[H:49])([H:39])[H:40])[H:38])[C:20]([C:21]([H:50])([H:51])[H:52])=[N:22][N:23]2[c:24]2[c:25]([H:53])[c:26]([H:54])[c:27]([H:55])[c:28]([H:56])[c:29]2[H:57])[H:37])[c:30]([H:58])[c:31]1[H:59])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",27.0
6,6,6,[C:1]([C:2]([C:3]([C:4]([C:5]([H:39])([H:40])[H:41])([H:37])[H:38])([N:6]([C:7](=[O:8])[C:9]1=[C:19]([N:20]([S:21](=[O:22])(=[O:23])[c:24]2[c:25]([H:50])[c:26]([H:51])[c:27]([C:28]([H:52])([H:53])[H:54])[c:29]([H:55])[c:30]2[H:56])[H:49])[N:12]([c:13]2[c:14]([H:44])[c:15]([H:45])[c:16]([H:46])[c:17]([H:47])[c:18]2[H:48])[N:11]=[C:10]1[H:43])[H:42])[H:36])([H:34])[H:35])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",54.5
7,7,7,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]([C:16]([H:41])([H:42])[H:43])([C:17]([C:18]([H:44])([H:45])[H:46])([C:19]([H:47])([H:48])[H:49])[C:20]([H:50])([H:51])[H:52])[H:40])[H:39])[C:21]([C:22]([H:53])([H:54])[H:55])=[N:23][N:24]2[c:25]2[c:26]([H:56])[c:27]([H:57])[c:28]([H:58])[c:29]([H:59])[c:30]2[H:60])[H:38])[c:31]([H:61])[c:32]1[H:62])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",31.0
8,8,8,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C@@:15]([C:16]([H:41])([H:42])[H:43])([C:17]([C:18]([H:44])([H:45])[H:46])([C:19]([H:47])([H:48])[H:49])[C:20]([H:50])([H:51])[H:52])[H:40])[H:39])[C:21]([C:22]([H:53])([H:54])[H:55])=[N:23][N:24]2[c:25]2[c:26]([H:56])[c:27]([H:57])[c:28]([H:58])[c:29]([H:59])[c:30]2[H:60])[H:38])[c:31]([H:61])[c:32]1[H:62])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",39.83
9,9,9,[C:1]([C:2]([C:3]([C:4]([H:37])([H:38])[H:39])([N:5]([C:6](=[O:7])[C:8]1=[C:19]([N:20]([S:21](=[O:22])(=[O:23])[c:24]2[c:25]([H:50])[c:26]([H:51])[c:27]([C:28]([H:52])([H:53])[H:54])[c:29]([H:55])[c:30]2[H:56])[H:49])[N:12]([c:13]2[c:14]([H:44])[c:15]([H:45])[c:16]([H:46])[c:17]([H:47])[c:18]2[H:48])[N:11]=[C:9]1[C:10]([H:41])([H:42])[H:43])[H:40])[H:36])([H:34])[H:35])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",15.67
10,10,10,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C@:15]([C:16]([H:41])([H:42])[H:43])([C:17]([C:18]([H:44])([H:45])[H:46])([C:19]([H:47])([H:48])[H:49])[C:20]([H:50])([H:51])[H:52])[H:40])[H:39])[C:21]([C:22]([H:53])([H:54])[H:55])=[N:23][N:24]2[c:25]2[c:26]([H:56])[c:27]([H:57])[c:28]([H:58])[c:29]([H:59])[c:30]2[H:60])[H:38])[c:31]([H:61])[c:32]1[H:62])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",42.0
11,11,11,[C:1]([C:2]1=[N:3][N:4]([c:5]2[c:6]([H:40])[c:7]([H:41])[c:8]([F:9])[c:10]([H:42])[c:11]2[H:43])[C:12]([N:13]([S:14](=[O:15])(=[O:16])[c:17]2[c:18]([H:45])[c:19]([H:46])[c:20]([C:21]([F:22])([F:23])[F:24])[c:25]([H:47])[c:26]2[H:48])[H:44])=[C:27]1[C:28](=[O:29])[N:30]([C@@:31]([C:32]([H:51])([H:52])[H:53])([C:33]([C:34]([H:54])([H:55])[H:56])([C:35]([H:57])([H:58])[H:59])[C:36]([H:60])([H:61])[H:62])[H:50])[H:49])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",10.0
12,12,12,[C:1]([c:2]1[c:3]([H:33])[c:4]([H:34])[c:5]([S:6](=[O:7])(=[O:8])[N:9]([C:10]2=[C:11]([C:12](=[O:13])[N:14]([C:15]([C:16]([H:38])([H:39])[H:40])([C:17]([H:41])([H:42])[H:43])[H:37])[H:36])[C:18]([C:19]([H:44])([H:45])[H:46])=[N:20][N:21]2[c:22]2[c:23]([H:47])[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]2[H:51])[H:35])[c:28]([H:52])[c:29]1[H:53])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",12.0
13,13,13,[C:1]([O:2][c:3]1[c:4]([H:29])[c:5]([H:30])[n:6][c:7]([N:8]([C:9]2([H:32])[C:10]([H:33])([H:34])[C:11]([H:35])([H:36])[N:12]([C:13](=[O:14])[c:15]3[c:16]([H:37])[c:17]([H:38])[c:18]([C:19]#[N:20])[c:21]([H:39])[c:22]3[H:40])[C:23]([H:41])([H:42])[C:24]2([H:43])[H:44])[H:31])[c:25]1[H:45])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45]]",3.0
14,14,14,[C:1]([O:2][c:3]1[c:4]([H:27])[c:5]([H:28])[n:6][c:7]([N:8]([C:9]2([H:30])[C:10]([H:31])([H:32])[C:11]([H:33])([H:34])[N:12]([C:13](=[O:14])[c:15]3[c:16]([H:35])[c:17]([H:36])[c:18]([H:37])[c:19]([H:38])[c:20]3[H:39])[C:21]([H:40])([H:41])[C:22]2([H:42])[H:43])[H:29])[c:23]1[H:44])([H:24])([H:25])[H:26],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",3.0
15,15,15,[C:1]([C:2](=[O:3])[N:4]([c:5]1[c:6]([H:33])[c:7]([H:34])[c:8]([C:9]([N:10]([C:11]2=[c:26]3[c:14]([c:15]([H:39])[c:16]([H:40])[n:17][c:18]3[O:19][c:20]3[c:21]([H:41])[c:22]([H:42])[c:23]([H:43])[c:24]([H:44])[c:25]3[H:45])=[N:13][N:12]2[H:38])[H:37])([H:35])[H:36])[c:27]([H:46])[c:28]1[H:47])[H:32])([H:29])([H:30])[H:31],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47]]",12.0
16,16,16,[C:1]([c:2]1[c:3]([H:29])[c:4]([H:30])[c:5]([H:31])[c:6]([H:32])[c:7]1/[N:8]=[N:9]/[c:10]1[c:11]([H:33])[c:12]([H:34])[c:13]([N:14]([C:15](=[O:16])[C:17]2=[C:18]([H:36])[C:19]([H:37])=[N:20][N:21]2[C:22]([H:38])([H:39])[H:40])[H:35])[c:23]([C:24]([H:41])([H:42])[H:43])[c:25]1[H:44])([H:26])([H:27])[H:28],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",4.0
17,17,17,[N:1]([c:2]1[c:3]2[c:4]([n:5][c:6]3[c:7]([H:18])[c:8]([H:19])[c:9]([H:20])[c:10]([H:21])[c:11]13)[C:12]([H:22])([H:23])[C:13]([H:24])([H:25])[C:14]([H:26])([H:27])[C:15]2([H:28])[H:29])([H:16])[H:17],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]]",30.5
