,rxn_id,predicted
0,0,19.033733
1,1,65.65047
2,2,38.000935
3,3,37.703136
4,4,24.812384
5,5,15.7849245
6,6,27.827808
7,7,4.8604207
8,8,59.366528
9,9,59.366528
10,10,22.74716
11,11,24.21606
12,12,77.08357
13,13,64.86441
14,14,64.068115
15,15,67.03242
16,16,33.52922
17,17,20.954304
18,18,44.374454
19,19,8.478133
20,20,26.54758
21,21,41.516064
22,22,28.819366
23,23,58.935772
24,24,-0.44567642
25,25,26.594807
26,26,26.594807
27,27,27.305021
28,28,59.07913
29,29,34.05932
30,30,40.47189
31,31,40.47189
32,32,36.690407
33,33,36.690407
34,34,36.421333
35,35,40.76322
36,36,40.76322
37,37,58.529694
38,38,18.83564
39,39,28.062332
40,40,49.230404
41,41,49.230404
42,42,52.83446
43,43,65.50977
44,44,65.50977
45,45,36.274456
46,46,30.475458
47,47,7.1632137
48,48,38.38177
49,49,39.831093
50,50,52.695248
51,51,56.78607
52,52,16.009283
53,53,34.586376
54,54,34.361202
55,55,23.16301
56,56,54.595837
57,57,6.3646846
58,58,6.3646846
59,59,24.922503
60,60,22.392248
61,61,22.392248
62,62,59.59494
63,63,9.602208
64,64,53.867596
65,65,42.36297
66,66,37.406364
67,67,74.11679
68,68,31.647123
69,69,21.057407
70,70,21.057407
71,72,35.82452
72,73,49.43619
73,74,35.82452
74,75,51.359013
75,76,19.035933
76,77,50.484745
77,78,32.9857
78,79,45.06195
79,80,38.818607
80,81,38.818607
81,82,21.3957
82,83,52.909645
83,84,39.69567
84,85,60.16976
85,86,0.43734446
86,87,72.799355
87,88,40.61508
88,89,32.49083
89,90,54.20502
90,91,45.779247
91,92,22.36427
92,93,64.61443
93,94,71.27169
94,95,18.530966
95,96,60.16976
96,97,39.06808
97,98,55.593136
98,99,18.842562
99,100,82.59949
100,101,49.05886
101,102,48.65398
102,103,38.430035
103,104,44.13368
104,105,71.27169
105,106,38.430035
106,107,49.05886
107,108,-3.841374
108,109,64.61443
109,110,72.799355
110,111,44.13368
111,112,33.22633
112,113,54.20502
113,114,22.36427
114,115,48.142094
115,116,25.050493
116,117,25.050493
117,118,58.955715
118,119,58.955715
119,120,64.64379
120,121,35.439583
121,122,8.159116
122,123,27.093822
123,124,8.452506
124,126,46.03356
125,127,45.808544
126,128,45.808544
127,129,55.861004
128,131,62.737537
129,132,27.739914
130,133,48.9129
131,134,48.9129
132,135,12.6265955
133,136,44.692432
134,137,44.692432
135,138,47.058025
136,139,53.72602
137,140,53.518513
138,141,83.96307
139,142,97.37307
140,143,38.888454
141,144,97.37307
142,145,14.293971
143,146,14.293971
144,147,44.808277
145,149,25.526089
146,150,25.095663
147,151,31.33608
148,152,62.280506
149,153,62.280506
150,154,48.97726
151,155,89.63453
152,156,62.559135
153,157,17.573748
154,158,27.088133
155,159,33.970486
156,160,24.939096
157,161,61.943493
158,162,62.36787
159,163,90.99862
160,164,34.513638
161,165,46.80404
162,166,46.80404
163,167,37.462444
164,168,33.791782
165,169,-5.744956
166,170,3.4058442
167,171,5.4432845
168,172,45.494026
169,173,39.182945
170,174,70.92777
171,175,17.955198
172,176,58.151096
173,177,20.740915
174,178,-3.6142473
175,179,33.156246
176,180,-1.3563906
177,181,-1.3563906
178,182,-0.7052532
179,183,48.973927
180,184,61.292027
181,185,-1.8161732
182,186,-1.8161732
183,187,41.449818
184,188,41.449818
185,189,5.5386877
186,190,5.5386877
187,191,39.154053
188,192,36.015217
189,193,59.423477
190,194,31.44026
191,195,37.91187
192,196,54.58332
193,197,10.774725
194,198,54.58332
195,199,58.061245
196,200,33.941807
197,201,20.26967
198,202,18.75079
199,203,35.35089
200,204,8.849025
201,205,60.562817
202,206,2.112865
203,207,10.196553
204,208,28.538336
205,209,-1.2309605
206,210,-1.2309605
207,211,6.012859
208,212,4.6141896
209,213,16.033262
210,214,6.2664595
211,215,9.968535
212,216,4.2501645
213,217,2.853023
214,218,21.964727
215,219,-3.8635669
216,220,-2.7786508
217,221,20.990868
218,222,8.942244
219,223,0.13769951
220,224,24.190676
221,225,47.53987
222,226,20.25694
223,227,27.604029
224,228,27.604029
225,229,69.44944
226,230,23.845442
227,231,2.8952885
228,232,42.843
229,233,34.505047
230,234,34.505047
231,235,34.428814
232,236,34.428814
233,237,49.06338
234,238,51.575817
235,239,37.895073
236,240,34.784008
237,241,28.007143
238,242,28.007143
