,rxn_id,predicted
0,0,-5.95577
1,1,-5.3750863
2,2,-5.2890673
3,3,-5.601187
4,4,-4.707183
5,5,-5.3971896
6,6,-4.3593426
7,7,-4.318004
8,8,-4.348981
9,9,-4.3713446
10,10,-5.5319095
11,11,-5.580052
12,12,-5.618747
13,13,-4.5001874
14,14,-5.3579817
15,15,-5.0856977
16,16,-6.54462
17,17,-6.921944
18,18,-6.638667
19,19,-6.710525
20,20,-6.303003
21,21,-6.3006873
22,22,-6.524224
23,23,-4.9374003
24,24,-4.9907684
25,25,-4.8915963
26,26,-5.588178
27,27,-5.2865653
28,28,-5.4116015
29,29,-6.3218017
30,30,-6.0811586
31,31,-5.8761325
32,32,-4.182964
33,33,-6.159643
34,34,-6.260835
35,35,-5.502945
36,36,-6.2160783
37,37,-5.372232
38,38,-5.2714257
39,39,-5.182383
40,40,-5.076863
41,41,-5.059533
42,42,-4.9855146
43,43,-5.0100975
44,44,-5.657031
45,45,-5.6703715
46,46,-5.666739
47,47,-5.662865
48,48,-5.4315686
49,49,-5.4400682
50,50,-5.4246745
51,51,-5.42485
52,52,-5.416577
53,53,-5.437965
54,54,-5.4481826
55,55,-5.4305167
56,56,-5.211769
57,57,-5.1965504
58,58,-5.2135706
59,59,-5.2363696
60,60,-5.2190266
61,61,-5.239974
62,62,-5.195328
63,63,-5.222626
64,64,-5.212807
65,65,-5.209331
66,66,-5.2242746
67,67,-5.232433
68,68,-5.231096
69,69,-5.0049567
70,70,-5.0002785
71,71,-5.0088553
72,72,-5.0297666
73,73,-5.0120244
74,74,-5.0298185
75,75,-5.00145
76,76,-5.0354924
77,77,-4.8136897
78,78,-4.8407197
79,79,-4.81352
80,80,-4.828902
81,81,-4.8176856
82,82,-5.6534505
83,83,-5.433003
84,84,-5.444264
85,85,-5.424186
86,86,-5.0256124
87,87,-5.0048013
88,88,-4.513221
89,89,-5.4948044
90,90,-5.421138
91,91,-4.995547
92,92,-5.4289727
93,93,-5.791597
94,94,-5.7562118
95,95,-5.0337143
96,96,-4.5199547
97,97,-5.3387723
98,98,-5.710222
99,99,-5.3295307
100,100,-5.417585
101,101,-4.504607
102,102,-4.43975
103,103,-4.3853927
104,104,-4.686569
105,105,-3.9990284
106,106,-4.7686844
107,107,-4.9843364
108,108,-6.253469
109,109,-5.3035383
110,110,-5.5863523
111,111,-4.4179926
112,112,-4.4240465
113,113,-5.0434027
114,114,-5.315701
115,115,-5.3402314
116,116,-5.141151
117,117,-5.5848665
118,118,-5.487263
119,119,-5.4117656
120,120,-6.212171
121,121,-6.1907406
122,122,-5.8774643
123,123,-5.477097
124,124,-3.8765101
125,125,-5.37875
126,126,-7.0946403
127,127,-5.265972
128,128,-5.0784187
129,129,-4.653752
130,130,-5.1414576
131,131,-5.5094657
132,132,-5.5575185
133,133,-6.106072
134,134,-5.8780375
135,135,-5.7098937
136,136,-6.1468773
137,137,-6.043075
138,138,-5.771569
139,139,-4.926909
140,140,-6.2667947
141,141,-6.1242
142,142,-6.3805017
143,143,-4.7341223
144,144,-4.6308603
145,145,-5.547806
146,146,-5.053723
147,147,-4.5958443
148,148,-4.7377553
149,149,-4.6753483
150,150,-6.0403795
151,151,-5.949925
152,152,-6.108439
153,153,-5.2114186
154,154,-5.114326
155,155,-5.4265213
156,156,-4.874427
157,157,-5.4512963
158,158,-5.745375
159,159,-4.837375
160,160,-5.344745
161,161,-4.89055
162,162,-5.104214
163,163,-4.785116
164,164,-4.992724
165,165,-4.474497
166,166,-4.951054
167,167,-5.3491697
168,168,-4.6827426
169,169,-6.2348685
170,170,-6.1964173
171,171,-5.2577295
172,172,-4.5293775
173,173,-4.352099
174,174,-4.352099
175,175,-5.248201
176,176,-5.8424644
177,177,-4.9212923
178,178,-5.2552934
179,179,-5.828604
180,180,-5.8647738
181,181,-5.237564
