,rxn_id,predicted
0,0,-5.5334134
1,1,-4.9716325
2,2,-4.7897797
3,3,-5.3999395
4,4,-4.665311
5,5,-5.1663613
6,6,-4.009175
7,7,-4.0729413
8,8,-4.042751
9,9,-4.225908
10,10,-5.4098067
11,11,-5.4124475
12,12,-5.807837
13,13,-4.1717896
14,14,-4.9610457
15,15,-4.8143897
16,16,-6.0241485
17,17,-6.340059
18,18,-6.1958976
19,19,-6.2290626
20,20,-5.6584086
21,21,-5.6309056
22,22,-6.086415
23,23,-5.012235
24,24,-4.845078
25,25,-5.189338
26,26,-5.504148
27,27,-5.3216023
28,28,-5.5321465
29,29,-7.056392
30,30,-7.054168
31,31,-6.8046794
32,32,-4.183108
33,33,-6.337565
34,34,-6.223191
35,35,-5.1564403
36,36,-6.225508
37,37,-5.0528607
38,38,-5.029465
39,39,-4.9983315
40,40,-4.8289456
41,41,-4.865561
42,42,-4.7944703
43,43,-4.856364
44,44,-5.334062
45,45,-5.3367944
46,46,-5.3435197
47,47,-5.32628
48,48,-5.078531
49,49,-5.0680413
50,50,-5.0710425
51,51,-5.069594
52,52,-5.0750384
53,53,-5.0835404
54,54,-5.059997
55,55,-5.066522
56,56,-4.820251
57,57,-4.8198895
58,58,-4.8267217
59,59,-4.8363414
60,60,-4.824371
61,61,-4.8206687
62,62,-4.8113303
63,63,-4.82595
64,64,-4.821461
65,65,-4.8032784
66,66,-4.804107
67,67,-4.839831
68,68,-4.8235555
69,69,-4.586146
70,70,-4.575088
71,71,-4.579083
72,72,-4.5888743
73,73,-4.571881
74,74,-4.586758
75,75,-4.5653167
76,76,-4.5863996
77,77,-4.347485
78,78,-4.3588233
79,79,-4.3322883
80,80,-4.3496394
81,81,-4.3372636
82,82,-5.339333
83,83,-5.066672
84,84,-5.0862927
85,85,-5.0780835
86,86,-4.581965
87,87,-4.5748105
88,88,-4.2973037
89,89,-5.2708783
90,90,-5.1514573
91,91,-4.8630056
92,92,-6.1720786
93,93,-6.1049724
94,94,-6.055494
95,95,-4.86465
96,96,-4.3791003
97,97,-5.0609555
98,98,-5.6219306
99,99,-5.470758
100,100,-5.1690984
101,101,-4.3273673
102,102,-4.2664237
103,103,-4.305385
104,104,-4.518667
105,105,-3.7970397
106,106,-4.519008
107,107,-4.586182
108,108,-6.3693137
109,109,-4.7693954
110,110,-5.886309
111,111,-4.1465764
112,112,-4.212973
113,113,-4.784715
114,114,-5.3601184
115,115,-5.1057754
116,116,-5.2108893
117,117,-5.3479686
118,118,-5.301251
119,119,-5.472051
120,120,-6.3071456
121,121,-6.2777677
122,122,-5.970015
123,123,-5.12049
124,124,-3.6920764
125,125,-5.1131186
126,126,-6.8995595
127,127,-5.1010966
128,128,-5.289579
129,129,-4.6529517
130,130,-5.022519
131,131,-5.3204446
132,132,-5.27963
133,133,-5.987581
134,134,-5.656448
135,135,-5.4135337
136,136,-5.9666705
137,137,-5.9205947
138,138,-5.603519
139,139,-5.0880504
140,140,-6.492436
141,141,-6.4198785
142,142,-6.6545444
143,143,-4.684873
144,144,-4.340735
145,145,-5.6387258
146,146,-4.6289735
147,147,-4.4007316
148,148,-4.7590485
149,149,-4.7313204
150,150,-5.4756064
151,151,-5.3360047
152,152,-6.030688
153,153,-5.431749
154,154,-4.969935
155,155,-5.4328265
156,156,-4.6161876
157,157,-5.4487114
158,158,-5.7555337
159,159,-4.580746
160,160,-5.163649
161,161,-4.6467605
162,162,-4.692099
163,163,-4.7650533
164,164,-4.7338595
165,165,-4.2521653
166,166,-4.785134
167,167,-5.5847354
168,168,-4.329535
169,169,-6.657288
170,170,-6.6061587
171,171,-5.0733
172,172,-4.676028
173,173,-4.2442117
174,174,-4.2442117
175,175,-4.922005
176,176,-6.1665235
177,177,-4.7908626
178,178,-4.9282956
179,179,-5.6597085
180,180,-5.6853747
181,181,-5.0177674
